,q_flow_station_wait_time_avg,q_flow_station_queue_length_avg,q_flow_station_busy_avg,secretary_station_wait_time_avg,secretary_station_queue_length_avg,secretary_station_busy_avg,nurse_station_1_wait_time_avg,nurse_station_1_queue_length_avg,nurse_station_1_busy_avg,nurse_station_2_wait_time_avg,nurse_station_2_queue_length_avg,nurse_station_2_busy_avg,nurse_station_3_wait_time_avg,nurse_station_3_queue_length_avg,nurse_station_3_busy_avg,nurse_station_4_wait_time_avg,nurse_station_4_queue_length_avg,nurse_station_4_busy_avg,nurse_station_5_wait_time_avg,nurse_station_5_queue_length_avg,nurse_station_5_busy_avg,nurse_station_6_wait_time_avg,nurse_station_6_queue_length_avg,nurse_station_6_busy_avg,leukemia_doctor_1_wait_time_avg,leukemia_doctor_1_queue_length_avg,leukemia_doctor_1_busy_avg,leukemia_doctor_2_wait_time_avg,leukemia_doctor_2_queue_length_avg,leukemia_doctor_2_busy_avg,transplant_doctor_1_wait_time_avg,transplant_doctor_1_queue_length_avg,transplant_doctor_1_busy_avg,transplant_doctor_2_wait_time_avg,transplant_doctor_2_queue_length_avg,transplant_doctor_2_busy_avg,transplant_doctor_3_wait_time_avg,transplant_doctor_3_queue_length_avg,transplant_doctor_3_busy_avg,other_patients_total_processing_time_avg,leukemia_doctor_1_complex_patients_total_processing_time_avg,leukemia_doctor_1_regular_patients_total_processing_time_avg,leukemia_doctor_2_complex_patients_total_processing_time_avg,leukemia_doctor_2_regular_patients_total_processing_time_avg,transplant_doctor_1_complex_patients_total_processing_time_avg,transplant_doctor_1_regular_patients_total_processing_time_avg,transplant_doctor_2_complex_patients_total_processing_time_avg,transplant_doctor_2_regular_patients_total_processing_time_avg,transplant_doctor_3_complex_patients_total_processing_time_avg,transplant_doctor_3_regular_patients_total_processing_time_avg
7,198.73929761671238,0.011091056532877916,0.0,199.33100445397776,0.016572079323810315,0.0,73.85077822565682,10.140047407507168,1.0,74.4044416986238,3.9377782861027795,1.0,173.96085487504791,0.4429302131534472,1.0,52.600412145567525,9.394309114175629,1.0,71.07385910079805,7.505464161757919,1.0,31.820520802965223,6.7814861143883975,1.0,92.72957471148378,0.6803310255862163,1.0,70.91883005342595,1.4497411802698228,1.0,64.20580941905003,0.0,1.0,0.0,0.0,0.0,54.68921503059604,0.7942986971507074,1.0,12.252970100580454,183.62238730281626,23.121675349133266,48.25537512810229,18.380366977528418,0.0,45.58550519388353,0.0,0.0,0.0,28.025044174233443
8,198.6565626752983,0.03225915228562135,0.0,199.23032810933498,0.017266620119548118,0.0,56.87092887120167,6.668524505828407,1.0,68.44598386326645,5.890751602785901,1.0,101.53936118157245,2.9513844676743726,1.0,59.9886954815705,8.996633034278174,1.0,56.57469237626574,10.775207702345293,1.0,85.18683927214586,2.3768861566652055,1.0,114.33599535041674,2.637297687044746,1.0,60.71464964123763,1.952112378523415,1.0,73.81631204114842,0.0,1.0,71.80754189708843,0.7729791279503113,1.0,0.0,0.0,0.0,11.26913786884126,34.50074214106299,48.535408366711685,64.438538868037,26.54950969431139,0.0,12.658275962982891,0.0,17.23427422200737,0.0,0.0
9,199.3098822803723,0.016877092976709262,0.0,199.9330638893979,0.03920251680678428,0.0,66.24910873599528,7.832669453424395,1.0,64.05083000163314,4.729111601440225,1.0,193.03721665496778,1.4804483160758275,1.0,61.17510830698636,8.04351124928438,1.0,62.49859564543632,8.761806790479095,1.0,66.82924868076685,5.859435188002989,1.0,82.95029857418074,1.135778090879741,1.0,106.13739849407791,1.8626738893372923,1.0,69.36037151796158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212975106824185,15.395715208360684,27.96929541942534,64.52019986635696,10.658022384302257,0.0,35.65523995249314,0.0,0.0,0.0,0.0
10,200.09649470064247,0.018996895351716492,0.0,200.7217955336363,0.030906283838320364,0.0,70.19760958226951,8.039920804226078,1.0,74.14934500538291,4.351074425338027,1.0,73.56952790375466,0.9451702559328458,1.0,62.32581324711831,10.793314111306943,1.0,51.54841748810237,9.66896404848666,1.0,110.71620975184709,2.8095962140587427,1.0,81.27712687005625,2.2646322891395587,1.0,80.14171947542854,0.9298764888660309,1.0,0.0,0.0,0.0,87.00589182205371,0.0,1.0,100.25073707889891,0.5860046176389446,1.0,4.946093819700281,27.301919736582388,14.43286557393113,0.0,20.752740890163796,0.0,0.0,0.0,27.280616143478603,0.0,73.45556415232836
11,199.14703894111526,0.018242340457695558,0.0,199.7275995992263,0.020992320614450853,0.0,62.89783146612261,4.978862642998103,1.0,67.47210256564014,3.995898793515487,1.0,97.8567834944295,2.9721899466013877,1.0,112.7793162390836,6.128826419424599,1.0,59.082106324802545,12.138846618882358,1.0,38.53320434360564,6.086232699220975,1.0,58.684440657118074,0.3904037921779081,1.0,66.64058157746793,1.7378003789005283,1.0,51.26229074062407,0.6575893546183185,1.0,92.17511773850285,0.0,1.0,79.72841075379078,0.0,1.0,17.391063115640126,0.0,37.274261005681126,25.3280856204627,11.477615622840887,0.0,41.74023017866532,0.0,77.35696226524948,0.0,35.13408047229064
12,200.25461643433454,0.022454198195110627,0.0,200.89787480815778,0.017602882652936497,0.0,76.27728637230913,8.815620518731691,1.0,65.49088322407871,6.499930040635775,1.0,63.8489113782558,2.5858420723369573,1.0,65.30753485891276,8.765535456801963,1.0,76.26987756879838,8.575685380226258,1.0,118.59402975112204,2.765736002953155,1.0,56.92343695116334,1.0980753994091583,1.0,192.228871638811,0.0,1.0,82.24430635026279,0.0,1.0,66.81327687842602,0.6758001521859682,1.0,69.00781033718575,0.0,1.0,17.563908158098076,34.2905162316082,12.759657989267211,0.0,6.927713139587013,0.0,30.011256685516095,0.0,21.04425849526488,0.0,62.839262293006854
13,199.9867445463732,0.010763909964151077,0.0,200.5346835544535,0.013459015288652405,0.0,64.21319142805832,6.5657594508355075,1.0,129.54422175864616,2.5859558103244757,1.0,79.18634261893854,1.1161422832118357,1.0,63.90836948904528,12.381790583138786,1.0,53.54138819576463,8.762953884864679,1.0,55.50857365715348,4.201446366269876,1.0,49.93407641958424,2.7825352340441736,1.0,142.4089350191914,0.0,1.0,110.65026840092989,0.0,1.0,95.63573540382006,0.6474438110211274,1.0,92.42079041259113,0.720098408056574,1.0,3.958556681762084,68.04778398995221,19.50681276543748,67.5654786462532,0.0,0.0,66.94109178705725,0.0,50.9082420778955,0.0,34.84262475829679
14,200.74390825350824,0.032553271048178976,0.0,201.5196137826471,0.054713101839641586,0.0,59.27624841815182,11.712798858225833,1.0,95.13984153363008,3.9065769016275618,1.0,151.9329113569811,2.680350800402755,1.0,82.2516651602558,7.3648812932372145,1.0,80.61173575112363,10.742804733215069,1.0,158.7016389817853,1.355706635300292,1.0,65.85254139768966,2.1439102991541557,1.0,63.20027340131792,1.140089103428909,1.0,95.94842306317165,1.3110856302288485,1.0,88.709883172931,0.0,1.0,0.0,0.0,0.0,17.588998441427645,25.28642951285238,43.36430346212379,42.28318151528819,13.509293997945614,0.0,23.264702580333402,0.0,38.661955992561474,0.0,0.0
15,199.28229695258256,0.004990516469169999,0.0,199.76350134848948,0.008591608417089282,0.0,56.49215144300332,8.27706187055643,1.0,186.53312461436667,1.0922376438448262,1.0,52.53597642515636,4.999622688729246,1.0,78.05158491934075,14.971137803214496,1.0,52.77942894033737,5.9716587590465355,1.0,101.91570775163967,2.185939645659555,1.0,55.95022735640282,1.2092349222922065,1.0,68.59224883932671,1.1694184750238086,1.0,73.32035295895162,0.0,1.0,199.81645291315496,0.0,1.0,91.65795127377109,0.7078344728682482,1.0,1.9846043568237053,0.0,27.195704493845035,192.34733951384064,42.119903934300304,39.6063004913713,0.0,0.0,20.919999468613582,0.0,20.47686688896752
16,198.73260239062387,0.016165867370041186,0.0,199.3019623012875,0.01813940126153206,0.0,58.58934320336072,6.953522543161397,1.0,80.74887849816102,5.975248386528704,1.0,99.39618051495192,1.5096512918654579,1.0,55.55595860820472,10.959730751910536,1.0,50.62779809940751,12.092881344853543,1.0,103.09932453732314,3.3881029566769647,1.0,62.15499353859518,1.6621831862750334,1.0,196.82214873371507,0.0,1.0,130.05388971004746,0.0,1.0,144.5654019418564,0.0,1.0,0.0,0.0,0.0,24.67746806583349,45.4268083709909,40.38663004180658,0.0,5.742641230940592,0.0,48.35543598006157,118.58419931326372,0.0,0.0,0.0
